movieId,imdbId,tmdbId,title,genres,budget,revenue,production_companies,production_countries,popularity,vote_count,vote_average
183,0110604,48787,Mute Witness (1994),Comedy|Horror|Thriller,0,0,Comet Film Produktion GmbH|Avrora Media|Cobblestone Pictures|Sony Pictures Classics,Germany|Russia|United Kingdom|United States of America,3.001,58,6.5
184,0110620,34574,Nadja (1994),Drama,0,0,Kino Link Company,United States of America,3.044,21,5.8
185,0113957,1642,"Net, The (1995)",Action|Crime|Thriller,22000000,110627965,Columbia Pictures,United States of America,10.261,555,5.8
186,0113986,11472,Nine Months (1995),Comedy|Romance,0,69660733,1492 Pictures|20th Century Fox,United States of America,8.039,280,5.6
187,0114095,36196,Party Girl (1995),Comedy,150000,472370,Party Productions,United States of America,1.515,18,6.2
188,0114194,11980,"Prophecy, The (1995)",Fantasy|Horror|Mystery,8,16,Overseas FilmGroup|Dimension Films|First Look Pictures|NEO Motion Pictures,United States of America,7.227,192,6.4
189,0114241,58372,Reckless (1995),Comedy|Fantasy,0,0,American Playhouse|Playhouse International Pictures|Samuel Goldwyn Company,United States of America,0.919,1,10.0
190,0114323,32646,Safe (1995),Thriller,0,0,American Playhouse|Killer Films|Chemical Films|Kardana Films|Sony Pictures Classics,United Kingdom|United States of America,5.876,99,7.1
191,0114345,10533,"Scarlet Letter, The (1995)",Drama|Romance,50000000,10382407,Cinergi Pictures Entertainment|Hollywood Pictures,United States of America,5.375,192,5.6
192,0114435,56088,"Show, The (1995)",Documentary,0,0,,,0.6,2,5.3
193,0114436,10802,Showgirls (1995),Drama,45000000,20350754,Le Studio Canal+|United Artists|Carolco Pictures,France|United States of America,7.116,415,5.1
194,0114478,10149,Smoke (1995),Comedy|Drama,7000000,8349430,Miramax,Germany|Japan|United States of America,5.591,189,7.3
195,0114496,18402,Something to Talk About (1995),Comedy|Drama|Romance,0,50892160,Hawn / Sylbert Movie Company|Spring Creek Productions|Warner Bros. Pictures,United States of America,8.949,98,5.7
196,0114508,9348,Species (1995),Horror|Sci-Fi,35000000,113374103,Metro-Goldwyn-Mayer,United States of America,13.59,655,5.7
197,0114534,139408,"Stars Fell on Henrietta, The (1995)",Drama,0,0,Butcher's Run Films|Malpaso Productions|Warner Bros. Pictures,United States of America,1.4,9,6.5
198,0114558,281,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,42000000,7959291,Lightstorm Entertainment,United States of America,10.04,538,7.0
199,0058450,5967,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0,0,Parc Film|Madeleine Films|Beta Film,France,5.29,198,7.6
200,0114666,79593,"Tie That Binds, The (1995)",Thriller,14000000,5780000,Interscope Communications|PolyGram Filmed Entertainment|Hollywood Pictures,United States of America,1.499,11,5.0
201,0114663,47939,Three Wishes (1995),Drama|Fantasy,0,7025496,Savoy Pictures,United States of America,2.806,31,6.4
202,0114702,36834,Total Eclipse (1995),Drama|Romance,0,339889,FIT Productions|Portman Productions|Société Française de Production (SFP),France|Belgium|United Kingdom,6.979,204,6.5
203,0114682,9090,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0,47774193,Amblin Entertainment|Universal Pictures,United States of America,9.547,197,6.8
204,0114781,3512,Under Siege 2: Dark Territory (1995),Action,60000000,104324083,Victor Company of Japan (JVC)|Regency Enterprises|Seagal/Nasso Productions|Cutting Edge Films|Warner Bros. Pictures,United States of America,13.182,337,5.6
205,0114798,52856,Unstrung Heroes (1995),Comedy|Drama,0,0,Hollywood Pictures,,1.485,10,6.1
206,0114805,77350,Unzipped (1995),Documentary,0,0,,United States of America,1.331,7,5.9
207,0114887,9560,"Walk in the Clouds, A (1995)",Drama|Romance,20000000,50012507,Zucker Brothers Productions|20th Century Fox,United States of America,8.391,282,6.6
208,0114898,9804,Waterworld (1995),Action|Adventure|Sci-Fi,175000000,264218220,Gordon Company|Davis Entertainment|Universal Pictures|Licht/Mueller Film Corporation,United States of America,18.516,1667,6.0
209,0114928,31611,White Man's Burden (1995),Drama,8000000,0,Rysher Entertainment|HBO|A Band Apart,France|United States of America,2.009,33,5.0
210,0114938,65796,Wild Bill (1995),Western,30000000,0,United Artists,,2.987,46,5.8
211,0109340,49805,"Browning Version, The (1994)",Drama,0,0,Paramount,United Kingdom,2.501,15,6.7
212,0112602,26258,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0,0,20th Century Fox,United States of America,4.016,49,5.2
213,0111579,50797,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,2800000,2616503,Caméra One|Canal+|Sony Pictures Classics|Three T Productions,France|Russia,3.35,56,7.2
214,0110882,19155,Before the Rain (Pred dozhdot) (1994),Drama|War,0,763847,British Screen Productions|PolyGram Audiovisuel,United Kingdom|Macedonia|France,4.677,62,7.7
215,0112471,76,Before Sunrise (1995),Drama|Romance,2500000,5535405,Detour Film Production|Castle Rock Entertainment|Filmhaus Wien|Columbia Pictures,Austria|Switzerland|United States of America,10.241,1603,7.8
216,0112508,11017,Billy Madison (1995),Comedy,10000000,26488734,Jack Giarraputo Productions,United States of America,8.788,704,6.1
217,0112438,37141,"Babysitter, The (1995)",Drama|Thriller,0,0,Spelling Films International,United States of America,5.445,51,4.5
218,0112571,9382,Boys on the Side (1995),Comedy|Drama,21000000,23450000,Regency Enterprises|Alcor Films|Hera Productions|New Regency Pictures|Canal+,France|United States of America,5.026,85,6.4
219,0112757,6715,"Cure, The (1995)",Drama,0,0,Universal Pictures|Island World,United States of America,5.257,94,7.4
220,0112643,18256,Castle Freak (1995),Horror,0,0,Full Moon Entertainment,United States of America,4.77,62,6.1
222,0112679,22625,Circle of Friends (1995),Drama|Romance,0,0,The Rank Organisation|Bórd Scannán na hÉireann|Lantana|Price Entertainment,Ireland|United Kingdom,2.09,40,6.7
223,0109445,2292,Clerks (1994),Comedy,27000,3151130,View Askew Productions|Miramax,United States of America,7.164,1185,7.4
224,0112883,1909,Don Juan DeMarco (1995),Comedy|Drama|Romance,25000000,22200000,American Zoetrope|New Line Cinema|Juno Pix|Outlaw Productions (I),United States of America,7.473,319,6.3
225,0109635,8984,Disclosure (1994),Drama|Thriller,55000000,214015089,Baltimore Pictures|Warner Bros. Pictures,United States of America,8.463,358,6.1
226,0112899,61813,Dream Man (1995),Thriller,0,0,Keystone Pictures|Dream Man Productions Inc,United States of America|Canada,1.151,2,3.3
227,0109676,4954,Drop Zone (1994),Action|Thriller,45000000,0,Paramount,United States of America,6.837,145,5.3
228,0112854,62488,Destiny Turns on the Radio (1995),Comedy,0,0,Rysher Entertainment|Savoy Pictures,United States of America,2.211,16,5.2
229,0109579,10531,Death and the Maiden (1994),Drama|Thriller,0,0,Fine Line Features|Channel Four Films|Capitol Films|Flach Film|Les Films de l'Astre|Canal+|TF1 Films Production,United States of America|France|United Kingdom,6.341,147,7.0
230,0109642,11929,Dolores Claiborne (1995),Drama|Thriller,0,0,Castle Rock Entertainment|Columbia Pictures,United States of America,6.78,290,7.2
231,0109686,8467,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,16000000,247275374,New Line Cinema|Motion Picture Corporation of America,United States of America,11.772,3066,6.5
232,0111797,10451,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0,7294403,Good Machine|Ang Lee Productions|Central Motion Picture Corporation,Taiwan|United States of America,8.733,106,7.6
233,0109759,20156,Exotica (1994),Drama,0,0,Alliance Entertainment|Ego Film Arts|Miramax,Canada,5.718,95,6.9
234,0109758,18395,Exit to Eden (1994),Comedy,0,6841570,Savoy Pictures,United States of America,4.53,38,4.1
235,0109707,522,Ed Wood (1994),Comedy|Drama,18000000,5887457,Touchstone Pictures,United States of America,9.382,1042,7.4
236,0113117,397,French Kiss (1995),Action|Comedy|Romance,0,0,PolyGram Filmed Entertainment|Working Title Films|Prufrock Pictures|20th Century Fox,United Kingdom|United States of America,8.039,312,6.4
237,0113097,10525,Forget Paris (1995),Comedy|Romance,0,0,Castle Rock Entertainment|Columbia Pictures,United States of America,4.226,61,6.2
238,0113028,27985,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,0,0,20th Century Fox,United States of America,3.599,38,5.5
239,0113198,15789,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0,35348597,Walt Disney Television Animation|Walt Disney Animation,France|United States of America,8.584,722,6.9
240,0113303,27303,Hideaway (1995),Thriller,15000000,12201255,TriStar Pictures,United States of America,3.148,39,5.2
241,0113089,21183,Fluke (1995),Children|Drama,15000000,0,Metro-Goldwyn-Mayer,United States of America,4.929,90,6.6
242,0109771,10954,Farinelli: il castrato (1994),Drama|Musical,0,0,MG|Stéphan Films|Italian International Film|Sony Pictures Classics,Belgium|France|Italy,4.079,42,6.3
243,0113199,47867,Gordy (1995),Children|Comedy|Fantasy,0,3992809,Robson Orr Entertainment|RAS Entertainment Ltd.,United States of America,1.554,11,4.4
244,0113234,43475,Gumby: The Movie (1995),Animation|Children,0,0,Premavision Inc.|Arrow Releasing|WarnerVision Films,,0.6,5,5.0
245,0109906,72031,"Glass Shield, The (1994)",Crime|Drama,0,0,Miramax,United States of America|France,1.876,12,5.5
246,0110057,14275,Hoop Dreams (1994),Documentary,700000,7830611,Fine Line Features|Kartemquin Films,United States of America,5.786,134,7.9
247,0110005,1024,Heavenly Creatures (1994),Crime|Drama,5000000,3049135,Miramax|WingNut Films|New Zealand Film Commission|Fontana Productions,New Zealand,6.52,445,7.1
248,0110066,17207,Houseguest (1994),Comedy,10500000,26325256,Caravan Pictures|Hollywood Pictures,United States of America,1.619,27,5.6
249,0110116,13701,Immortal Beloved (1994),Drama|Romance,120,0,Columbia Pictures|Majestic Films International|Icon Entertainment International,United States of America,6.48,132,7.2
250,0110006,14819,Heavyweights (Heavy Weights) (1995),Children|Comedy,10000000,0,Walt Disney Pictures|Caravan Pictures,United States of America,6.135,155,6.0
251,0113360,32631,"Hunted, The (1995)",Action,25000000,6600000,Bregman/Baer Productions|Universal Pictures,United States of America,3.599,37,5.9
252,0110099,11777,I.Q. (1994),Comedy|Romance,25000000,0,Paramount,United States of America,9.523,172,6.0
253,0110148,628,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,60000000,223664608,Geffen Pictures,United States of America,12.554,2560,7.3
254,0113463,87729,Jefferson in Paris (1995),Drama,14000000,2474000,Merchant Ivory Productions|Touchstone Pictures,United States of America,1.952,14,5.2
255,0110189,18713,"Jerky Boys, The (1995)",Comedy,0,0,Caravan Pictures|Touchstone Pictures,United States of America,1.016,12,4.6
256,0110216,6280,Junior (1994),Comedy|Sci-Fi,60000000,108431355,Northern Lights Entertainment|Universal Pictures,United States of America,6.657,629,4.9
257,0113501,9061,Just Cause (1995),Mystery|Thriller,0,0,Lee Rich Productions|Fountainbridge Films|Warner Bros. Pictures,United States of America,6.9,191,6.2
258,0113538,37108,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,0,0,Trimark Pictures|Walt Disney Pictures,,4.428,69,4.5
259,0113552,6071,Kiss of Death (1995),Crime|Drama|Thriller,40000000,0,20th Century Fox,United States of America,6.33,120,5.7
260,0076759,11,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11000000,775398007,Lucasfilm|20th Century Fox,United States of America,38.356,10595,8.2
261,0110367,9587,Little Women (1994),Drama,18000000,0,Columbia Pictures,United States of America,8.663,426,7.2
262,0113670,19101,"Little Princess, A (1995)",Children|Drama,17000000,0,Warner Bros. Pictures,United States of America,6.85,371,7.6
263,0110296,49980,Ladybird Ladybird (1994),Drama,0,0,Parallax Pictures|Channel Four Films,United Kingdom,2.328,26,7.2
264,0109731,17961,"Enfer, L' (1994)",Drama,10000000,0,MK2 Productions,France,3.416,42,6.8
265,0103994,18183,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,2000000,21665468,Aviacsa|Cinevista,Mexico,5.992,117,6.6
266,0110322,4476,Legends of the Fall (1994),Drama|Romance|War|Western,30000000,160638883,Bedford Falls Productions|TriStar Pictures|Pangaea,United States of America,9.042,1009,7.4
267,0110443,11008,Major Payne (1995),Comedy,0,0,Universal Pictures,United States of America,13.185,276,6.1
268,0110365,47504,Little Odessa (1994),Crime|Drama,0,0,New Line Cinema|Fine Line Features|Live Entertainment,United States of America,3.75,58,6.6
269,0107566,32325,My Crazy Life (Mi vida loca) (1993),Drama,0,0,Showcase Entertaiment Inc.|Channel Four Films|Cineville|HBO|Sony Pictures Classics,United States of America,1.69,14,6.6
270,0110391,43742,Love Affair (1994),Drama|Romance,60000000,0,Warner Bros. Pictures,United States of America,1.678,21,5.3
271,0113691,28313,Losing Isaiah (1995),Drama,17000000,7603766,Paramount,United States of America,3.382,38,6.6
272,0110428,11318,"Madness of King George, The (1994)",Comedy|Drama,0,15238994,Samuel Goldwyn Company|Close Call Films|Channel Four Films,United Kingdom,5.348,93,6.9
273,0109836,3036,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,45000000,112006296,American Zoetrope|TriStar Pictures,United Kingdom|Japan|United States of America,6.761,493,6.3
274,0113755,40490,Man of the House (1995),Comedy,0,0,Walt Disney Pictures,,4.956,69,5.0
275,0110538,24070,Mixed Nuts (1994),Comedy,15000000,0,TriStar Pictures,United States of America,3.522,64,5.5
276,0110516,8986,Milk Money (1994),Comedy|Romance,0,18137661,The Kennedy/Marshall Company|Paramount,United States of America,5.471,92,5.7
277,0110527,10510,Miracle on 34th Street (1994),Drama,0,46264384,20th Century Fox,United States of America,9.031,407,6.6
278,0113808,17402,Miami Rhapsody (1995),Comedy,6,5,Hollywood Pictures,United States of America,1.932,19,5.5
279,0113896,38722,My Family (1995),Drama,5500000,0,Newcomb Productions|American Zoetrope|American Playhouse|Majestic Films International,United States of America,1.67,15,6.9
280,0113870,8438,Murder in the First (1995),Drama|Thriller,0,17381942,Wolper Organization|Warner Bros. Pictures,France|United States of America,6.418,212,7.1
281,0110684,11593,Nobody's Fool (1994),Comedy|Drama|Romance,0,0,Capella International|Cinehaus|Paramount,United States of America,6.905,98,7.0
282,0110638,1945,Nell (1994),Drama,31000000,106683817,Egg Pictures|PolyGram Filmed Entertainment|20th Century Fox,United States of America,7.29,209,6.4
283,0113967,39310,New Jersey Drive (1995),Crime|Drama,5000000,0,40 Acres & A Mule Filmworks,United States of America,1.445,12,6.8
284,0117169,109560,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,0,0,"Distant Justice Joint Venture|Toei Company, Ltd.",Japan|United States of America,1.09,0,0.0
285,0106402,56428,Beyond Bedlam (1993),Drama|Horror,4800000,0,Metrodome Films,United Kingdom,1.014,5,3.8
286,0113948,63105,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,0,0,Imperial Entertainment|Filmwerks,United States of America,2.164,17,4.3
287,0110671,131957,Nina Takes a Lover (1994),Comedy|Romance,0,0,Triumph Films,,0.779,5,6.5
288,0110632,241,Natural Born Killers (1994),Action|Crime|Thriller,34000000,50282766,J D Productions|Regency Enterprises|Alcor Films|Ixtlan|New Regency Pictures|Warner Bros. Pictures,United States of America,12.633,1476,7.0
289,0110737,9058,Only You (1994),Comedy|Romance,0,0,TriStar Pictures,United States of America,6.993,163,6.7
290,0110729,527,Once Were Warriors (1994),Crime|Drama,0,1608570,Avalon Studios|New Zealand Film Commission|NZ on Air,New Zealand,6.956,159,7.7
291,0114151,18220,Poison Ivy II (1996),Drama|Thriller,0,0,New Line Cinema|CineTel Pictures|MG Entertainment,United States of America,5.397,46,4.6
292,0114069,6950,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,50000000,189859560,Kopelson Entertainment|Arnold Kopelson Productions|Punch Productions|Warner Bros. Pictures,United States of America,9.401,787,6.4
293,0110413,101,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,16000000,45284974,Gaumont|Les Films du Dauphin,France|United States of America,26.048,6966,8.3
294,0114113,63020,"Perez Family, The (1995)",Comedy|Romance,11000000,2832826,Samuel Goldwyn Company,United States of America,1.96,13,6.2
295,0114210,2307,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,0,0,Hollywood Pictures,United States of America,1.134,5,6.0
296,0110912,680,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,8000000,213928762,Miramax|A Band Apart|Jersey Films,United States of America,30.531,13899,8.4
297,0114084,41478,Panther (1995),Drama,0,6834525,MVP Films|Polygram Filmed Entertainment|Gramercy Pictures,United Kingdom|United States of America,2.205,10,6.1
298,0105652,25296,Pushing Hands (Tui shou) (1992),Drama,400000,152322,Ang Lee Productions,Taiwan,1.342,13,6.3
299,0110889,40156,Priest (1994),Drama,0,4176932,PolyGram Filmed Entertainment|BBC Films|Miramax,United Kingdom,5.149,43,6.5
